tenant,application,list_count,sql_count,difference,status
oneic,hseplandetails,-1,-1,0,SQL_NOT_CONFIGURED
oneic,incidentmanagement,-1,-1,0,SQL_NOT_CONFIGURED
oneic,inspectionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
oneic,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
oneic,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
oneic,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
oneic,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
oneic,nonconformances,-1,-1,0,SQL_NOT_CONFIGURED
oneic,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
oneic,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
oneic,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
oapil,observations,-1,-1,0,ERROR
oapil,actionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
oapil,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
oapil,auditsmanagements,-1,-1,0,SQL_NOT_CONFIGURED
oapil,communications,-1,-1,0,SQL_NOT_CONFIGURED
oapil,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
oapil,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
oapil,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
oapil,hseplandetails,-1,-1,0,SQL_NOT_CONFIGURED
oapil,incidentmanagement,-1,-1,0,SQL_NOT_CONFIGURED
oapil,inspectionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
oapil,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
oapil,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
oapil,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
oapil,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
oapil,nonconformances,-1,-1,0,SQL_NOT_CONFIGURED
oapil,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
oapil,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
oapil,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
sos,observations,960,1026,-66,FAIL
sos,actionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
sos,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
sos,auditsmanagements,-1,-1,0,SQL_NOT_CONFIGURED
sos,communications,-1,-1,0,SQL_NOT_CONFIGURED
sos,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
sos,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
sos,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
sos,hseplandetails,-1,-1,0,SQL_NOT_CONFIGURED
sos,incidentmanagement,-1,-1,0,SQL_NOT_CONFIGURED
sos,inspectionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
sos,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
sos,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
sos,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
sos,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
sos,nonconformances,-1,-1,0,SQL_NOT_CONFIGURED
sos,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
sos,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
sos,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
omancables,observations,18,18,0,PASS
omancables,actionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
omancables,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
omancables,auditsmanagements,-1,-1,0,SQL_NOT_CONFIGURED
omancables,communications,-1,-1,0,SQL_NOT_CONFIGURED
omancables,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
omancables,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
omancables,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
omancables,hseplandetails,-1,-1,0,SQL_NOT_CONFIGURED
omancables,incidentmanagement,-1,-1,0,SQL_NOT_CONFIGURED
omancables,inspectionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
omancables,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
omancables,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
omancables,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
omancables,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
omancables,nonconformances,-1,-1,0,SQL_NOT_CONFIGURED
omancables,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
omancables,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
omancables,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
qia,observations,-1,-1,0,ERROR
qia,actionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
qia,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
qia,auditsmanagements,-1,-1,0,SQL_NOT_CONFIGURED
qia,communications,-1,-1,0,SQL_NOT_CONFIGURED
qia,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
qia,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
qia,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
qia,hseplandetails,-1,-1,0,SQL_NOT_CONFIGURED
qia,incidentmanagement,-1,-1,0,SQL_NOT_CONFIGURED
qia,inspectionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
qia,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
qia,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
qia,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
qia,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
qia,nonconformances,-1,-1,0,SQL_NOT_CONFIGURED
qia,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
qia,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
qia,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,observations,10,10,0,PASS
albaraka,actionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,auditsmanagements,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,communications,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,hseplandetails,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,incidentmanagement,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,inspectionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,nonconformances,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,observations,86,86,0,PASS
bunduq,actionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,auditsmanagements,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,communications,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,hseplandetails,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,incidentmanagement,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,inspectionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,nonconformances,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
synergies,observations,896,889,7,FAIL
synergies,actionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
synergies,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
synergies,auditsmanagements,-1,-1,0,SQL_NOT_CONFIGURED
synergies,communications,-1,-1,0,SQL_NOT_CONFIGURED
synergies,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
synergies,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
synergies,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
synergies,hseplandetails,-1,-1,0,SQL_NOT_CONFIGURED
synergies,incidentmanagement,-1,-1,0,SQL_NOT_CONFIGURED
synergies,inspectionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
synergies,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
synergies,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
synergies,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
synergies,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
synergies,nonconformances,-1,-1,0,SQL_NOT_CONFIGURED
synergies,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
synergies,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
synergies,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,observations,124,125,-1,FAIL
ndsc,actionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,auditsmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,communications,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,hseplandetails,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,incidentmanagement,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,inspectionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,nonconformances,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,observations,16,16,0,PASS
ajbanpv3,actionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,auditsmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,communications,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,hseplandetails,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,incidentmanagement,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,inspectionmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,nonconformances,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
