tenant,application,list_count,sql_count,difference,status
sos,moc_non_conformance,-1,-1,0,SQL_NOT_CONFIGURED
omancables,observations,18,18,0,PASS
omancables,action_tracker,67,67,0,PASS
omancables,8d_reports,-1,-1,0,SQL_NOT_CONFIGURED
omancables,audits_management,111,112,-1,FAIL
omancables,communications,-1,-1,0,SQL_NOT_CONFIGURED
omancables,customer_complaints,-1,-1,0,SQL_NOT_CONFIGURED
omancables,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
omancables,hse_monthly_statistics,-1,-1,0,SQL_NOT_CONFIGURED
omancables,hse_plan_details,-1,-1,0,ERROR
omancables,incident_management,31,31,0,PASS
omancables,inspection_management,22,22,0,PASS
omancables,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
omancables,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
omancables,moc,-1,-1,0,SQL_NOT_CONFIGURED
omancables,meetings,-1,-1,0,SQL_NOT_CONFIGURED
omancables,moc_ncr,-1,-1,0,SQL_NOT_CONFIGURED
omancables,permit_to_work,-1,-1,0,SQL_NOT_CONFIGURED
omancables,risk_management,-1,-1,0,SQL_NOT_CONFIGURED
omancables,survey_management,-1,-1,0,SQL_NOT_CONFIGURED
omancables,hse_monthly_statistics_oneic,-1,-1,0,SQL_NOT_CONFIGURED
omancables,hse_monthly_statistics_opal,-1,-1,0,SQL_NOT_CONFIGURED
omancables,moc_non_conformance,-1,-1,0,SQL_NOT_CONFIGURED
qia,observations,-1,-1,0,ERROR
qia,action_tracker,68,68,0,PASS
qia,8d_reports,-1,-1,0,SQL_NOT_CONFIGURED
qia,audits_management,21,21,0,PASS
qia,communications,-1,-1,0,SQL_NOT_CONFIGURED
qia,customer_complaints,-1,-1,0,SQL_NOT_CONFIGURED
qia,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
qia,hse_monthly_statistics,-1,-1,0,SQL_NOT_CONFIGURED
qia,hse_plan_details,-1,-1,0,ERROR
qia,incident_management,7,7,0,PASS
qia,inspection_management,17,17,0,PASS
qia,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
qia,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
qia,moc,-1,-1,0,SQL_NOT_CONFIGURED
qia,meetings,-1,-1,0,SQL_NOT_CONFIGURED
qia,moc_ncr,-1,-1,0,SQL_NOT_CONFIGURED
qia,permit_to_work,-1,-1,0,SQL_NOT_CONFIGURED
qia,risk_management,-1,-1,0,SQL_NOT_CONFIGURED
qia,survey_management,-1,-1,0,SQL_NOT_CONFIGURED
qia,hse_monthly_statistics_oneic,-1,-1,0,SQL_NOT_CONFIGURED
qia,hse_monthly_statistics_opal,-1,-1,0,SQL_NOT_CONFIGURED
qia,moc_non_conformance,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,observations,10,10,0,PASS
albaraka,action_tracker,63,63,0,PASS
albaraka,8d_reports,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,audits_management,33,33,0,PASS
albaraka,communications,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,customer_complaints,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,hse_monthly_statistics,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,hse_plan_details,7,7,0,PASS
albaraka,incident_management,16,16,0,PASS
albaraka,inspection_management,24,24,0,PASS
albaraka,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,moc,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,meetings,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,moc_ncr,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,permit_to_work,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,risk_management,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,survey_management,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,hse_monthly_statistics_oneic,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,hse_monthly_statistics_opal,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,moc_non_conformance,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,observations,86,87,-1,FAIL
bunduq,action_tracker,102,102,0,PASS
bunduq,8d_reports,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,audits_management,-1,-1,0,ERROR
bunduq,communications,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,customer_complaints,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,hse_monthly_statistics,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,hse_plan_details,-1,-1,0,ERROR
bunduq,incident_management,-1,-1,0,ERROR
bunduq,inspection_management,-1,-1,0,ERROR
bunduq,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,moc,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,meetings,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,moc_ncr,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,permit_to_work,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,risk_management,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,survey_management,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,hse_monthly_statistics_oneic,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,hse_monthly_statistics_opal,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,moc_non_conformance,-1,-1,0,SQL_NOT_CONFIGURED
synergies,observations,84,77,7,FAIL
synergies,action_tracker,259,262,-3,FAIL
synergies,8d_reports,-1,-1,0,SQL_NOT_CONFIGURED
synergies,audits_management,130,136,-6,FAIL
synergies,communications,-1,-1,0,SQL_NOT_CONFIGURED
synergies,customer_complaints,-1,-1,0,SQL_NOT_CONFIGURED
synergies,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
synergies,hse_monthly_statistics,-1,-1,0,SQL_NOT_CONFIGURED
synergies,hse_plan_details,-1,-1,0,ERROR
synergies,incident_management,82,82,0,PASS
synergies,inspection_management,95,95,0,PASS
synergies,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
synergies,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
synergies,moc,-1,-1,0,SQL_NOT_CONFIGURED
synergies,meetings,-1,-1,0,SQL_NOT_CONFIGURED
synergies,moc_ncr,-1,-1,0,SQL_NOT_CONFIGURED
synergies,permit_to_work,-1,-1,0,SQL_NOT_CONFIGURED
synergies,risk_management,-1,-1,0,SQL_NOT_CONFIGURED
synergies,survey_management,-1,-1,0,SQL_NOT_CONFIGURED
synergies,hse_monthly_statistics_oneic,-1,-1,0,SQL_NOT_CONFIGURED
synergies,hse_monthly_statistics_opal,-1,-1,0,SQL_NOT_CONFIGURED
synergies,moc_non_conformance,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,observations,92,93,-1,FAIL
ndsc,action_tracker,-1,-1,0,ERROR
ndsc,8d_reports,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,audits_management,76,76,0,PASS
ndsc,communications,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,customer_complaints,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,hse_monthly_statistics,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,hse_plan_details,-1,-1,0,ERROR
ndsc,incident_management,-1,-1,0,ERROR
ndsc,inspection_management,-1,-1,0,ERROR
ndsc,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,moc,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,meetings,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,moc_ncr,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,permit_to_work,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,risk_management,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,survey_management,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,hse_monthly_statistics_oneic,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,hse_monthly_statistics_opal,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,moc_non_conformance,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,observations,16,16,0,PASS
ajbanpv3,action_tracker,14,16,-2,FAIL
ajbanpv3,8d_reports,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,audits_management,13,13,0,PASS
ajbanpv3,communications,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,customer_complaints,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,hse_monthly_statistics,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,hse_plan_details,-1,-1,0,ERROR
ajbanpv3,incident_management,13,13,0,PASS
ajbanpv3,inspection_management,16,16,0,PASS
ajbanpv3,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,moc,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,meetings,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,moc_ncr,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,permit_to_work,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,risk_management,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,survey_management,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,hse_monthly_statistics_oneic,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,hse_monthly_statistics_opal,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,moc_non_conformance,-1,-1,0,SQL_NOT_CONFIGURED
