tenant,application,list_count,sql_count,difference,status
oneic,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
oneic,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
oneic,hseplandetails,-1,-1,0,ERROR
oneic,incidentmanagement,3,3,0,PASS
oneic,inspectionmanagements,11,11,0,PASS
oneic,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
oneic,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
oneic,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
oneic,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
oneic,nonconformances,-1,-1,0,ERROR
oneic,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
oneic,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
oneic,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
oapil,observations,-1,-1,0,ERROR
oapil,actionmanagements,33,33,0,PASS
oapil,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
oapil,auditsmanagements,18,18,0,PASS
oapil,communications,-1,-1,0,SQL_NOT_CONFIGURED
oapil,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
oapil,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
oapil,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
oapil,hseplandetails,-1,-1,0,ERROR
oapil,incidentmanagement,9,9,0,PASS
oapil,inspectionmanagements,-1,-1,0,ERROR
oapil,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
oapil,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
oapil,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
oapil,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
oapil,nonconformances,-1,-1,0,ERROR
oapil,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
oapil,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
oapil,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
sos,observations,960,1026,-66,FAIL
sos,actionmanagements,998,1063,-65,FAIL
sos,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
sos,auditsmanagements,446,483,-37,FAIL
sos,communications,-1,-1,0,SQL_NOT_CONFIGURED
sos,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
sos,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
sos,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
sos,hseplandetails,-1,-1,0,ERROR
sos,incidentmanagement,585,608,-23,FAIL
sos,inspectionmanagements,388,388,0,PASS
sos,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
sos,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
sos,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
sos,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
sos,nonconformances,-1,-1,0,ERROR
sos,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
sos,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
sos,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
omancables,observations,18,18,0,PASS
omancables,actionmanagements,67,67,0,PASS
omancables,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
omancables,auditsmanagements,114,115,-1,FAIL
omancables,communications,-1,-1,0,SQL_NOT_CONFIGURED
omancables,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
omancables,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
omancables,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
omancables,hseplandetails,-1,-1,0,ERROR
omancables,incidentmanagement,31,31,0,PASS
omancables,inspectionmanagements,24,24,0,PASS
omancables,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
omancables,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
omancables,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
omancables,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
omancables,nonconformances,-1,-1,0,ERROR
omancables,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
omancables,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
omancables,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
qia,observations,-1,-1,0,ERROR
qia,actionmanagements,68,68,0,PASS
qia,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
qia,auditsmanagements,21,21,0,PASS
qia,communications,-1,-1,0,SQL_NOT_CONFIGURED
qia,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
qia,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
qia,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
qia,hseplandetails,-1,-1,0,ERROR
qia,incidentmanagement,7,7,0,PASS
qia,inspectionmanagements,17,17,0,PASS
qia,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
qia,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
qia,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
qia,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
qia,nonconformances,-1,-1,0,ERROR
qia,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
qia,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
qia,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,observations,10,10,0,PASS
albaraka,actionmanagements,63,63,0,PASS
albaraka,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,auditsmanagements,35,35,0,PASS
albaraka,communications,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,hseplandetails,7,7,0,PASS
albaraka,incidentmanagement,16,16,0,PASS
albaraka,inspectionmanagements,26,26,0,PASS
albaraka,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,nonconformances,-1,-1,0,ERROR
albaraka,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
albaraka,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,observations,86,86,0,PASS
bunduq,actionmanagements,102,102,0,PASS
bunduq,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,auditsmanagements,-1,-1,0,ERROR
bunduq,communications,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,hseplandetails,-1,-1,0,ERROR
bunduq,incidentmanagement,-1,-1,0,ERROR
bunduq,inspectionmanagements,-1,-1,0,ERROR
bunduq,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,nonconformances,-1,-1,0,ERROR
bunduq,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
bunduq,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
synergies,observations,896,889,7,FAIL
synergies,actionmanagements,469,277,192,FAIL
synergies,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
synergies,auditsmanagements,132,138,-6,FAIL
synergies,communications,-1,-1,0,SQL_NOT_CONFIGURED
synergies,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
synergies,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
synergies,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
synergies,hseplandetails,-1,-1,0,ERROR
synergies,incidentmanagement,83,83,0,PASS
synergies,inspectionmanagements,97,97,0,PASS
synergies,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
synergies,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
synergies,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
synergies,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
synergies,nonconformances,-1,-1,0,ERROR
synergies,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
synergies,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
synergies,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,observations,124,125,-1,FAIL
ndsc,actionmanagements,-1,-1,0,ERROR
ndsc,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,auditsmanagements,79,79,0,PASS
ndsc,communications,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,hseplandetails,-1,-1,0,ERROR
ndsc,incidentmanagement,-1,-1,0,ERROR
ndsc,inspectionmanagements,-1,-1,0,ERROR
ndsc,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,nonconformances,-1,-1,0,ERROR
ndsc,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ndsc,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,observations,16,16,0,PASS
ajbanpv3,actionmanagements,14,16,-2,FAIL
ajbanpv3,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,auditsmanagements,15,15,0,PASS
ajbanpv3,communications,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,hseplandetails,-1,-1,0,ERROR
ajbanpv3,incidentmanagement,13,13,0,PASS
ajbanpv3,inspectionmanagements,20,20,0,PASS
ajbanpv3,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,nonconformances,-1,-1,0,ERROR
ajbanpv3,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
ajbanpv3,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
